genome_length,gc_content,orf_count,resistance_gene_count,virulence_factor_count,crispr_present,label
4512424,53.986323386006475,4769,4,4,0,High
3234911,41.28208596084443,3396,0,0,1,Low
3699579,58.664702951774004,3912,0,1,1,Low
3488127,46.9179354199848,3648,2,0,1,Low
3301266,51.68130036559274,3438,0,0,1,Low
3515031,52.08179696723748,3687,1,1,1,Low
3348756,46.906884813001724,3552,0,0,1,Low
4683796,48.49389879995629,4947,4,4,0,High
4550979,47.44403254174403,4772,3,5,0,High
5379966,51.08173516599963,5615,6,6,0,High
3777623,52.156048792592856,3931,1,0,1,Low
3491873,52.41985237419178,3665,1,1,1,Low
3859879,49.490969206024275,4053,0,2,1,Low
3833043,59.391600134465584,4026,0,0,1,Low
3241496,43.73050164256625,3460,0,0,1,Low
2810944,59.4046916406636,2924,2,0,1,Low
3409146,54.98973385364329,3599,0,0,1,Low
3438310,41.43148373058041,3654,0,0,1,Low
4808292,55.208594076697274,5098,2,4,0,High
3524591,45.5024901775693,3738,0,0,1,Low
3751935,50.153536439574715,3974,0,0,1,Low
3069075,49.85475868616922,3220,0,0,0,Low
4357604,45.823747647484176,4621,1,0,1,Low
3716073,50.663307558686675,3887,1,4,0,High
3015767,60.76147436798442,3166,0,0,0,Low
4337463,48.166481195439395,4608,7,4,0,High
2207444,58.5058673184989,2351,1,0,0,Low
3093133,50.121460442905715,3209,1,0,1,Low
4723085,52.10437920585341,5020,3,6,0,High
4529363,54.34076800040059,4767,4,3,0,High
5004470,52.155598875248785,5304,3,6,1,High
3486550,54.31309577454304,3705,0,0,0,Low
3532473,44.54227157025894,3677,1,1,1,Low
4062073,46.21732224385833,4303,1,0,0,Low
4366217,57.04889684800853,4625,4,11,1,High
4745192,45.10199329573726,4968,2,9,1,High
3927242,51.885396309322736,4160,6,4,1,High
3865943,44.57137034273635,4114,1,0,1,Low
4780973,49.02756838306819,5036,4,6,0,High
5136247,47.27095834523951,5371,2,5,0,High
3339452,45.08811125970179,3479,0,0,1,Low
5372105,51.68419724939633,5625,6,1,0,High
3053332,42.63501212004631,3183,0,1,1,Low
4939697,54.319847986586836,5241,3,5,1,High
3244977,59.117392447354646,3374,0,0,1,Low
3428314,61.99591191649398,3654,1,0,1,Low
4629607,51.4913865656267,4879,8,9,0,High
4082495,45.77231396263993,4313,1,0,1,Low
4039475,59.660354562735684,4256,1,0,1,Low
5192865,51.72274980997853,5417,3,3,1,High
4112936,45.571657384796254,4290,0,0,1,Low
3468646,49.19768287472013,3626,1,0,1,Low
3081416,40.63121925115154,3245,1,0,1,Low
5002412,53.06439031790452,5250,2,3,0,High
3041867,36.26484223428106,3163,0,0,0,Low
3006774,42.907707702173376,3144,1,0,0,Low
3801436,47.80544584954642,3987,0,1,1,Low
5067983,53.60667012194636,5301,6,3,0,High
3541634,49.06443840332045,3776,0,0,1,Low
4094131,48.56100222109079,4316,0,1,0,Low
2760136,55.28526338469841,2924,1,0,1,Low
3564545,55.85245088637666,3732,0,0,1,Low
4151183,56.70192641878379,4336,1,2,1,High
5036776,58.30278505861654,5349,3,4,1,High
3873951,63.78865826699303,4061,1,1,0,Low
4867239,55.360247266350434,5078,6,3,0,High
3388267,36.907351439812786,3597,3,0,1,Low
4704325,53.9468633037938,4927,2,9,0,High
3205277,55.25260764508581,3332,0,0,0,Low
2533399,50.01214267763843,2659,0,0,0,Low
3313840,59.29024424603439,3537,0,1,0,Low
3729529,52.194273509393426,3920,0,0,1,Low
4745857,47.312394921468744,5030,4,4,0,High
5234120,51.83877014467216,5542,1,6,0,High
5648539,53.1618523874446,5914,6,1,1,High
3757130,53.67440194795785,3983,3,0,1,Low
3666189,56.677033031031634,3870,0,0,1,Low
4064167,47.30125142298015,4321,1,0,0,Low
3820869,47.51465877876988,4031,0,0,0,Low
3136611,50.105552804540416,3311,0,0,1,Low
3548080,38.330871761525486,3701,0,0,0,Low
3860439,54.107995162727235,4075,0,0,1,Low
3644250,48.87000067549907,3806,0,0,0,Low
4359561,54.4913547300079,4539,7,5,0,High
3315375,43.49254353468925,3517,1,0,1,Low
5219802,51.56076392957592,5489,1,7,1,High
4035732,56.18415725084916,4282,0,0,0,Low
3324965,40.8795910657346,3533,0,1,1,Low
5850062,55.70740286999889,6180,4,7,1,High
3826536,42.566276541181466,4041,0,0,1,Low
3776246,50.62230719160628,3990,0,0,0,Low
4701275,56.27241999285339,4977,5,2,1,High
4443884,56.625936220474536,4657,4,4,1,High
3264535,44.22525987755422,3443,1,0,1,Low
4070215,44.37376589575609,4271,0,0,0,Low
3773422,44.127376258229766,4007,2,1,1,Low
5960334,47.63555460401419,6262,3,3,1,High
3677231,45.94728541564068,3884,0,0,1,Low
3128350,51.88131933488377,3321,0,0,1,Low
3441356,51.887169419892274,3572,0,0,1,Low
2536783,51.552222748051804,2702,0,1,1,Low
5070673,43.834758226085164,5326,2,1,1,Low
3180872,44.95859609424987,3299,0,0,1,Low
3532711,49.58775179218789,3761,0,0,0,Low
2831547,47.92967799832323,2998,0,0,1,Low
3095002,49.83359409172599,3273,0,1,1,Low
3931836,55.62567375096611,4141,1,0,1,Low
3081540,53.09553383490185,3198,0,0,1,Low
3226558,47.85660454157709,3423,0,0,0,Low
3636767,58.00354208893174,3812,1,0,0,Low
5133052,53.58210052844968,5386,0,8,0,High
2459775,38.967016692186576,2558,1,0,1,Low
4364366,58.927008233213186,4566,3,1,0,High
3328678,50.084871948290576,3483,0,0,1,Low
3108180,39.76297320102703,3297,1,0,1,Low
2726183,52.35631154830087,2849,0,0,1,Low
4733524,59.16014811909566,4971,5,4,1,High
3811070,46.91680732713243,4017,1,0,1,Low
3431325,35.53675038151329,3648,0,0,1,Low
4696746,52.6253832656163,4899,5,6,0,High
3998634,35.39609988324126,4210,0,0,1,Low
4408917,54.44885881224112,4680,3,1,1,High
3990331,62.811332476651124,4186,9,4,1,High
2659409,43.816395137076206,2799,1,0,0,Low
5095869,52.713072903069026,5329,2,3,1,High
2946814,48.27809773031152,3134,0,1,0,Low
3700001,50.36755027685707,3940,0,0,0,Low
4260462,44.039565711073756,4481,0,0,1,Low
3049080,51.359688048884465,3190,1,0,0,Low
4267207,48.835611996311926,4514,1,0,0,Low
3357243,50.21959204229127,3536,1,0,1,Low
4792784,52.298970630554635,5033,8,3,0,High
3401614,35.860343675067924,3537,0,0,1,Low
2821357,49.88334758031739,2982,1,0,1,Low
4164492,44.38070528532923,4336,0,0,1,Low
3023817,56.7167495272103,3176,2,0,1,Low
3923773,43.93715387281485,4143,0,0,1,Low
4577781,48.224312022421486,4848,2,0,1,Low
4821965,48.4358726713176,5032,3,1,0,High
5496155,52.93391331324321,5827,5,5,0,High
3393860,52.41726055983624,3569,0,1,0,Low
3253242,45.244334280552906,3428,0,0,1,Low
3541893,53.24499520382179,3708,1,0,1,Low
3787288,48.80891018941024,4020,1,0,0,Low
4631565,46.55377716371045,4850,1,1,1,Low
3167426,45.58934348002205,3344,0,0,1,Low
3889780,46.857967950281775,4046,1,0,0,Low
3295091,50.38682033859506,3454,0,0,1,Low
3299220,58.882702325910195,3487,0,1,1,Low
4808026,47.992604115930405,5100,1,4,1,High
4757063,57.1721221234135,4987,3,5,1,High
3977809,54.46883333008098,4206,2,4,1,High
3413398,50.95556710692876,3554,0,0,1,Low
3439069,49.11640675725094,3628,0,0,1,Low
4856408,47.85159038598451,5071,4,4,1,High
3727343,50.311419706413794,3906,2,1,0,Low
3297022,45.04214664526018,3464,0,0,1,Low
5457533,55.27069127628839,5752,5,5,1,High
4408427,57.65620584550426,4603,1,0,1,Low
5111203,47.734770809006946,5375,3,2,1,High
4222701,55.48014141876698,4466,6,8,0,High
3387752,37.231408792694864,3544,1,0,1,Low
3029367,59.279847759829615,3206,1,0,1,Low
3560529,62.98570173118336,3712,1,0,1,Low
4761442,49.55006674425843,5059,3,8,1,High
3237775,49.19860881101996,3405,0,0,1,Low
3625467,52.746977945257946,3802,0,0,1,Low
3565613,44.67169017046255,3777,0,0,1,Low
3437330,55.62293080616454,3593,0,0,1,Low
3515106,51.745290447222914,3711,0,0,0,Low
3869516,45.433961487216166,4075,1,0,1,Low
4358956,51.000372511480585,4631,1,7,0,High
3556220,48.80667221889848,3792,0,0,1,Low
5119067,50.135489989776524,5368,2,4,1,High
5710018,52.77470384677014,5978,1,3,1,High
3605235,44.54184803916199,3750,0,0,0,Low
3448769,40.08476021094245,3661,0,1,0,Low
4386216,55.33774508924685,4628,3,7,0,High
4202813,48.81554307475908,4390,12,2,0,High
4160978,47.45861816211312,4337,0,0,0,Low
5011267,49.951447873457965,5263,4,3,1,High
3376762,40.453127256635,3601,1,0,1,Low
4898289,46.8626720960119,5109,0,0,1,Low
3514293,54.21759665619298,3696,1,0,0,Low
4731885,51.33456960535052,5010,0,0,1,Low
4296119,55.23261623272658,4473,3,0,1,Low
3366604,44.29731605588349,3527,1,0,1,Low
4172588,52.22534312372585,4418,1,0,1,Low
3538738,52.53395507064956,3749,0,0,1,Low
4103370,48.19421190541722,4315,0,0,1,Low
3443712,56.04019368803431,3661,0,0,1,Low
5517754,58.071261296797026,5852,3,2,0,High
2852169,55.44882614762658,2987,0,2,1,Low
3784903,45.026963632551954,3995,1,0,1,Low
5369071,52.4005893178344,5690,3,3,1,High
3400680,56.31463452192113,3565,1,0,1,Low
3974391,52.55933326526498,4183,0,0,1,Low
2420929,43.49127944015246,2557,0,0,1,Low
4230691,48.48895807316578,4419,0,0,1,Low
3081210,57.9414106768717,3277,1,0,1,Low
5198736,49.5070770161728,5444,4,4,0,High
5385061,51.99335832755244,5633,4,2,0,High
3281618,43.13927635705111,3483,0,1,1,Low
3104292,46.36554372540593,3260,0,0,1,Low
4729868,55.749890964032254,5008,4,9,0,High
3068244,53.73836597235402,3180,1,0,1,Low
3955515,52.19309407050178,4197,1,0,1,Low
3248555,54.339014422290205,3391,0,0,0,Low
3779308,43.908105643921225,3938,1,1,0,Low
2501212,43.09486919453487,2625,0,0,1,Low
3326972,49.754362740142355,3479,0,0,0,Low
4431934,45.382684906006745,4625,0,0,1,Low
3498793,49.93010086089444,3633,2,1,1,Low
2715553,47.305217699729944,2872,0,0,0,Low
3832117,45.50648594725933,4014,1,0,1,Low
3278257,52.862075409832684,3430,1,1,1,Low
3490125,43.42473882051359,3696,1,0,1,Low
4304270,48.305533653462916,4563,7,4,0,High
3665739,48.760402015371085,3831,1,0,1,Low
4218850,48.49328870828061,4443,0,0,0,Low
3592731,51.768798045596064,3770,0,0,1,Low
3426951,55.068566810165976,3597,1,0,0,Low
3315207,47.87714160683558,3456,0,0,0,Low
4489206,56.73634547649593,4690,4,9,1,High
4167898,51.52025238876476,4340,2,0,1,Low
5474375,47.75955429123901,5789,4,9,0,High
3704719,50.609226554763396,3926,1,0,1,Low
3283699,36.984752118043986,3485,2,0,1,Low
3573988,39.41905964323658,3783,0,0,0,Low
4635701,57.287395639423345,4868,3,2,1,High
3265509,45.495036212170156,3439,0,0,0,Low
5382965,61.29232758958717,5620,2,6,0,High
3372367,46.431557867043516,3499,2,0,1,Low
3871353,52.06603722056065,4111,1,1,1,Low
3595493,54.1180536791634,3818,0,1,1,Low
3991253,51.67611850688602,4205,1,0,1,Low
2995069,51.734976614574414,3177,0,1,0,Low
5196970,47.50252511564326,5456,2,6,0,High
3213022,52.48714838046132,3354,0,0,1,Low
4342505,50.37452656295187,4593,1,5,1,High
2907955,52.85382772568356,3019,2,1,1,Low
5556050,58.88426511334129,5822,4,3,1,High
4733023,49.13501737595307,5028,1,3,0,High
4881255,45.03009383653242,5097,4,3,0,High
3458279,39.72881699812084,3644,0,0,1,Low
3352275,52.06254317275841,3501,1,2,0,Low
3782306,52.66246644912193,4019,4,4,0,High
4752452,51.21816554322405,4969,6,1,1,High
3228164,47.794348288205434,3443,2,0,0,Low
3315845,56.025880883668044,3467,2,0,1,Low
5179989,49.3872553863319,5434,4,4,0,High
3522303,43.58609475427809,3679,0,0,1,Low
2631159,49.07398637419735,2809,1,0,1,Low
3465468,51.44607522084655,3662,0,2,1,Low
2611955,52.650575265858095,2734,1,0,0,Low
3273810,38.70900576173719,3437,0,0,0,Low
3088672,42.371622697287,3249,0,0,0,Low
3227570,48.17971915652803,3386,0,0,1,Low
3623338,46.25937936935333,3772,0,1,0,Low
4801024,52.970124390431245,5094,7,5,0,High
3978627,43.749522885076814,4215,0,0,1,Low
4926375,49.136045334999714,5138,4,2,1,High
4800384,52.380370700483894,5033,3,1,0,High
4585067,48.33440947036341,4808,2,2,1,High
3654976,48.58636902976652,3867,1,0,0,Low
3914794,51.94566828857539,4151,1,0,1,Low
3885635,47.00846626656451,4130,0,0,1,Low
3325097,47.98693996558507,3537,0,1,1,Low
4532822,54.23375686165482,4774,2,1,1,High
4938233,49.31574463906105,5218,3,3,1,High
2540421,60.53073200496491,2666,2,0,0,Low
5727810,55.524542375784904,5988,3,4,0,High
3636299,41.36345956125519,3822,0,0,1,Low
4661171,49.71158548223748,4922,0,4,0,High
3396403,50.85857116937086,3577,0,0,1,Low
3845083,40.16180913351311,4041,0,0,1,Low
3143663,51.89065035767297,3341,0,1,1,Low
3524276,39.817680771970366,3725,1,0,1,Low
5060430,53.40568307517184,5290,4,2,0,High
3522369,56.03048519472067,3690,0,0,1,Low
3734873,47.883300412467506,3886,0,0,1,Low
3572000,29.930897821220974,3796,0,0,1,Low
3584582,46.325982392030916,3789,2,0,1,Low
3793944,51.46836768282945,3950,0,0,1,Low
4171703,53.5207938180939,4420,0,0,0,Low
4542385,58.06516127104446,4757,3,6,1,High
4538242,48.734235017827416,4816,2,0,1,Low
4568120,57.003912313661566,4848,7,3,1,High
4475559,49.87056896572784,4671,3,4,1,High
3393861,41.13680318064454,3566,0,1,1,Low
5232748,54.52883603503169,5547,1,4,1,High
4723344,54.520667556468005,4955,2,4,1,High
4519389,38.34736884500213,4731,0,0,0,Low
4732683,52.99086498704432,4993,2,5,1,High
4344533,51.548444200543734,4565,4,2,0,High
4809754,54.91946250246428,5072,0,0,1,Low
3964599,54.851059444105566,4150,2,0,1,Low
3467662,47.469277543440754,3691,4,0,1,Low
4988205,46.835679163659606,5279,5,8,0,High
3594819,46.13665933679299,3805,0,0,1,Low
4471678,43.50686740159082,4672,2,0,1,Low
3549075,49.15634562400935,3724,1,0,1,Low
3210152,46.1419211613302,3392,0,0,0,Low
3524085,53.58745854233903,3716,1,2,0,High
2822310,46.808169504718,2984,0,2,1,Low
3874813,51.35140247862237,4079,3,0,1,Low
4014047,49.24061880375594,4197,0,0,1,Low
4272544,55.20696305911484,4490,1,0,1,Low
3119620,42.44916346414035,3268,0,2,1,Low
4011062,47.811806404077274,4237,2,0,0,Low
2419734,43.529842631129526,2568,0,0,0,Low
3864177,54.075275445182136,4076,0,0,1,Low
4606982,51.00971769042894,4855,7,2,0,High
3648992,50.41134902561351,3813,3,1,0,Low
5016286,48.59784133545274,5235,2,2,1,High
4787656,52.26498045742353,5081,2,6,1,High
4835288,57.37770571838654,5112,1,6,0,High
4641195,50.6850318926757,4851,5,6,0,High
2890123,46.967969090992824,3061,0,0,1,Low
3162186,50.017955605019274,3311,1,0,1,Low
3702681,50.73714252848056,3904,0,1,0,Low
5043692,55.55372772039601,5336,1,2,1,High
4618293,58.35875777033746,4857,2,5,0,High
4032180,58.38867178144502,4215,1,1,1,Low
2679209,45.56196761579918,2824,0,1,1,Low
5683565,44.86313306886751,6017,2,1,0,High
3389843,44.46092161332216,3536,0,1,0,Low
3305228,43.49715559542829,3480,2,0,1,Low
4005511,53.87988791267233,4167,0,0,1,Low
2453332,45.43491864398275,2572,0,0,1,Low
4848188,56.902373091657466,5147,4,4,1,High
4846665,41.31910379551432,5095,3,6,0,High
4855483,52.80254229723366,5112,2,6,0,High
4968957,61.49102465814752,5277,1,10,0,High
4254098,49.2295424020758,4435,4,2,0,High
3539218,43.060417108841065,3767,2,1,1,Low
3413495,44.33168566337828,3609,1,0,0,Low
4625154,48.3832127704057,4870,5,4,0,High
5432893,50.97304840402975,5710,7,6,1,High
3426215,39.25094786904168,3585,0,0,0,Low
3748661,46.32816755343798,3956,1,0,1,Low
4972882,52.072221847521895,5261,3,4,0,High
4024533,46.73803091554798,4188,0,0,1,Low
3157114,52.03193327604486,3297,0,1,1,Low
3664559,43.174452815730206,3884,0,0,1,Low
4939003,47.52823475212083,5149,4,1,0,High
4233242,49.607450431725624,4429,5,2,1,High
3719625,48.47945710525963,3878,0,0,1,Low
4201380,49.95048372238628,4385,0,0,1,Low
3957297,54.40406159748226,4186,0,0,1,Low
4011962,44.364964284142296,4184,1,1,1,Low
3268463,49.84437020391008,3414,1,0,1,Low
5554800,51.79777606109139,5811,6,4,0,High
3050060,44.62022326035148,3185,1,0,0,Low
3366892,37.31846564789431,3523,0,2,1,Low
5031026,49.9017919348594,5338,4,5,0,High
4404064,40.65240252518227,4595,0,0,0,Low
3095174,54.682284344991764,3306,0,0,1,Low
2911390,45.54515194643397,3083,2,0,0,Low
2753129,43.378676966141015,2849,0,0,0,Low
3750292,53.03854386452498,3921,0,1,1,Low
2970862,44.476963673060794,3093,0,0,1,Low
3784795,54.49591114320543,3971,3,2,0,High
3542856,49.90055228696263,3733,1,1,1,Low
3883590,47.61842190054567,4130,6,1,1,High
3861474,55.8977981231303,4058,1,0,1,Low
3836505,44.4916760257051,3999,0,2,1,Low
3860513,47.40758472940456,4050,2,0,1,Low
3739804,47.3505452205736,3985,0,0,1,Low
4108930,49.26239281257434,4343,0,1,1,Low
3869389,50.847955538476334,4025,1,0,1,Low
5270928,56.95024264579683,5522,2,5,0,High
3542057,51.122718892142075,3734,0,0,0,Low
5052874,50.38547266485252,5342,2,5,1,High
2793734,42.56606857367448,2949,0,0,0,Low
3547849,50.75720486391161,3711,0,0,1,Low
3256548,41.527510187842765,3440,1,0,1,Low
4266570,58.69695014446779,4490,6,4,0,High
2800944,54.99131677772456,2994,2,0,1,Low
3287044,55.092447502352655,3420,0,0,0,Low
4413727,49.780054384557054,4618,3,5,0,High
4288323,50.35321429034805,4518,1,0,1,Low
3533455,50.80587782286666,3726,1,1,1,Low
4752805,49.46414922895431,4965,1,7,0,High
3774111,43.13292990238476,4018,0,0,1,Low
3916291,58.384123535613845,4109,0,0,0,Low
3604232,53.426075425352536,3807,2,0,1,Low
2865405,55.42775733984982,3024,0,0,0,Low
3151099,40.21622285752231,3280,0,1,0,Low
3285592,56.358811346857784,3432,0,0,1,Low
3423624,48.31448929692498,3605,2,1,0,Low
5032732,53.95655101193005,5256,9,4,1,High
3725805,58.432629927106724,3964,1,0,1,Low
3770840,47.85398721938832,3925,0,0,0,Low
3809013,51.74271156015338,3963,2,7,0,High
2628776,37.405465130639186,2771,0,0,1,Low
5061579,48.99007605722235,5345,3,1,0,High
2928064,50.11516155420772,3119,0,0,1,Low
5455967,56.47294101829928,5760,4,9,0,High
3780322,52.312956387005585,4010,1,0,0,Low
2969807,53.421251574193086,3131,2,0,0,Low
3273215,52.316146941927855,3450,0,0,0,Low
4227884,51.8068666023601,4485,3,1,0,High
4053252,59.35174942649605,4225,0,0,1,Low
3630140,41.32422277500864,3847,1,0,1,Low
3158283,47.8488890983093,3300,0,0,1,Low
4177086,49.48638452307904,4375,2,3,0,High
3665390,46.72889275138796,3885,1,0,1,Low
3759733,40.93356888247565,3948,1,0,1,Low
2899679,59.75178071784624,3101,1,0,1,Low
4531021,46.46750000914725,4807,4,3,0,High
5255428,53.49545018890168,5527,3,4,0,High
4377723,35.23191172242689,4597,0,0,1,Low
3408523,49.535331190492705,3566,0,0,1,Low
4014106,43.165550182023146,4190,0,1,1,Low
5416927,55.00118272955642,5660,2,5,1,High
3630041,44.73039427857554,3869,1,1,1,Low
3187222,57.77690001698167,3370,0,0,1,Low
2780154,36.50174338530715,2885,1,0,1,Low
3476551,49.51422301627786,3672,0,0,1,Low
4081009,47.67491718451671,4326,4,2,1,High
2513254,48.54857097821424,2663,1,0,1,Low
3906452,62.419454033324335,4136,0,0,1,Low
3845402,54.04386710648032,4063,6,3,0,High
4587730,53.36994084005655,4797,2,2,0,High
3808548,57.347797325971705,3992,1,0,1,Low
3491712,47.41265188465694,3717,0,0,0,Low
3940983,46.42274571893569,4129,1,1,0,Low
4010571,42.372961413046546,4232,0,0,1,Low
4772928,54.09560802618161,5060,4,4,1,High
3011304,52.68686061487797,3161,1,0,0,Low
2753806,45.60127067489496,2911,0,0,1,Low
3282265,35.78330420336742,3408,0,0,0,Low
4076718,51.89824108008487,4331,0,0,1,Low
5157575,50.8914354521414,5435,3,4,0,High
3269895,48.81151999916746,3477,0,0,0,Low
5167799,50.828285459683926,5411,2,4,1,High
4206226,39.540825133335886,4427,0,0,0,Low
3009828,49.885528284137806,3195,1,0,0,Low
4106638,55.586065722016,4356,5,0,1,High
4539369,37.9253332446339,4740,2,0,0,Low
2979925,53.35349751861074,3157,0,2,1,Low
4249686,47.25127842527073,4494,1,0,1,Low
2972201,55.66893102201441,3149,2,0,0,Low
4038608,48.36989135754796,4265,0,0,1,Low
4784637,53.40427420558592,5079,3,8,0,High
3128206,44.99409238057201,3339,0,0,1,Low
2988951,45.757746617388655,3190,0,0,1,Low
4300197,53.69206022635439,4574,2,3,1,High
4595736,43.53021339604032,4849,2,0,1,Low
4873674,52.30308831897635,5175,1,0,1,Low
4560276,56.18160999092117,4794,0,0,1,Low
3670354,43.66641062961023,3813,0,0,0,Low
5286309,62.03039854230623,5592,4,3,1,High
4076375,38.64538335397402,4292,0,0,1,Low
5247911,52.06759076829627,5490,4,4,1,High
3459391,57.12640287397569,3652,2,0,0,Low
2617515,52.49161974600359,2728,1,0,1,Low
3473056,49.60681341814809,3630,2,1,0,Low
5116174,54.90217725289867,5428,2,4,0,High
5123246,43.76141845653736,5343,5,5,1,High
4094374,48.36396761540435,4313,0,0,0,Low
3343786,45.14233786402731,3522,1,0,1,Low
3286359,43.23482529473459,3435,1,0,0,Low
3274068,49.35217963831878,3403,0,0,1,Low
3441360,47.76841208830442,3597,0,1,1,Low
2850848,43.98551615699099,3034,0,0,0,Low
3184162,47.83171439565746,3374,1,0,1,Low
3820862,52.61290374153546,4013,2,0,1,Low
2300501,47.57456978000951,2466,0,0,0,Low
5091111,48.21105455967962,5380,2,5,0,High
4192840,53.938635465103744,4453,0,0,1,Low
2961150,56.545131436211975,3121,1,0,0,Low
5054544,49.287781549661986,5317,5,3,1,High
3914648,51.90904685378686,4160,4,7,0,High
4328604,48.45195490768147,4602,0,0,1,Low
4303605,47.5870711014999,4529,3,0,1,Low
3157895,48.58377323043646,3355,2,0,1,Low
3920748,46.99443793466345,4101,0,0,1,Low
4096312,49.73815263915377,4295,5,6,0,High
3490314,46.10636859499425,3687,1,0,1,Low
3717217,59.52435341394898,3896,7,2,0,High
3601787,55.58366679293042,3809,7,7,1,High
5198891,43.85651457553722,5509,3,4,1,High
4604710,47.722014381120516,4816,4,2,0,High
3238497,50.89976833322953,3455,1,1,1,Low
2753128,53.213975532462776,2873,1,0,1,Low
5117919,57.469787925460295,5352,3,1,1,High
2337172,45.85387341146842,2410,0,0,1,Low
4522948,57.95912574728627,4734,1,3,1,High
4065618,50.16045159526543,4306,0,0,0,Low
3151763,47.971505748913046,3340,1,0,1,Low
3717792,49.43873749056962,3888,1,1,0,Low
3061793,45.465794100867726,3238,1,0,1,Low
5510623,48.551590048316825,5787,3,2,0,High
4941228,56.23646180899001,5202,7,6,0,High
2871491,54.13874612554724,3022,0,0,1,Low
3280828,46.629078461933965,3438,0,0,1,Low
3565638,43.42714363837426,3746,0,0,1,Low
2180998,44.291748999724476,2274,0,0,1,Low
3642803,59.542144075861565,3822,2,0,1,Low
3163036,41.24198007511091,3354,2,0,0,Low
4379257,45.404173257356504,4601,3,3,0,High
3075028,46.55182368958829,3272,0,1,0,Low
4369616,57.20872882595057,4567,4,2,0,High
3184202,50.908820024709854,3378,0,0,1,Low
3162076,50.06663845723969,3317,0,0,0,Low
2588952,49.399094558454316,2749,2,0,0,Low
3328239,50.34880870908327,3484,0,0,1,Low
3679913,52.65866561277748,3866,2,0,0,Low
2761687,39.783193794743504,2926,0,0,1,Low
3310130,49.374817327350605,3500,2,0,1,Low
2769289,51.76886532229353,2937,1,0,1,Low
4550876,52.98270012884096,4794,1,3,1,High
3128750,46.45812945999556,3316,0,1,0,Low
4016485,47.60716239401185,4229,2,0,0,Low
4991550,51.34458455934703,5299,2,4,0,High
3759438,47.44180749791931,3963,0,0,1,Low
4786842,48.488625359714646,5014,4,5,0,High
3653760,55.79560078028602,3874,2,0,0,Low
4868411,47.49278875353307,5117,5,2,0,High
5232373,52.71296340330834,5548,1,5,1,High
4071938,46.8357715315012,4267,2,6,0,High
3223395,50.878382246249984,3380,0,0,0,Low
2765472,53.335740290486825,2908,0,0,0,Low
4907331,53.63552634294691,5189,6,5,1,High
5634186,47.96777642063836,5914,10,2,1,High
5836579,47.39138874582529,6171,6,1,0,High
4849538,55.58909941598991,5070,0,0,0,Low
4331965,46.53243142402361,4526,0,0,1,Low
3640888,54.3123093245777,3806,0,0,1,Low
4224058,57.475782940128916,4418,6,7,1,High
4558988,46.78270897762438,4831,0,0,1,Low
4179550,49.95702115558406,4362,4,4,1,High
3446141,54.389756310721296,3620,1,0,1,Low
3484556,58.4514734615819,3645,0,0,1,Low
4892012,49.08329374034174,5182,5,4,0,High
3356004,48.950945303907346,3535,1,0,1,Low
3509705,50.3017600059601,3734,0,0,0,Low
5159728,48.617639715698765,5462,5,4,0,High
3157628,51.598883162892236,3276,0,0,1,Low
5337796,46.52734710227643,5607,3,7,1,High
3451615,39.00913720030273,3596,1,0,1,Low
4192394,49.082379629613165,4386,1,1,1,Low
5113722,51.55031454579916,5361,3,5,1,High
3495580,47.85019696546762,3661,1,1,1,Low
3865402,47.55791432125145,4099,1,0,0,Low
3624252,57.298102498368934,3845,1,0,1,Low
4138157,44.91060604272026,4386,0,0,0,Low
3581742,52.01433880179055,3750,0,0,1,Low
3930635,46.7515051951899,4134,0,0,1,Low
4788015,46.46849734818744,5027,4,3,0,High
2559015,35.077924605788574,2662,0,0,1,Low
4431462,52.93527535763644,4660,0,0,1,Low
3656633,46.632202379677246,3866,0,0,1,Low
3124498,48.08993322976221,3326,0,0,1,Low
3867441,54.20467999712301,4059,1,0,1,Low
3827920,53.80796831226486,3984,0,1,1,Low
3463969,44.449278655849824,3693,0,0,0,Low
4622327,50.907913474181946,4889,4,5,0,High
3807611,49.894191557633484,4010,0,0,1,Low
4308005,49.39092467915312,4553,2,4,0,High
5471356,50.50096460424318,5785,2,7,0,High
3743718,51.703437245791534,3910,0,0,1,Low
4966937,46.70724022045847,5179,5,2,1,High
3838390,45.37174559905814,3998,0,0,0,Low
3632959,43.99575492350806,3810,1,0,1,Low
4540025,48.29459886400226,4783,1,0,1,Low
3503905,49.99602849474144,3725,0,0,0,Low
3954024,52.454402788795306,4179,1,0,0,Low
3709446,52.002910676214285,3858,0,2,0,Low
5444077,50.231550976337246,5702,2,5,0,High
3731295,46.1560564317161,3917,0,0,1,Low
3196418,46.00222117132822,3349,1,0,1,Low
3880663,52.87590509384544,4055,0,1,1,Low
4479928,53.0517745422345,4756,6,4,1,High
4495817,52.38815294251305,4769,4,2,1,High
4988186,41.76049829126096,5222,2,6,1,High
3037310,43.86382886775145,3175,0,0,1,Low
3898416,49.860635678428764,4079,2,0,1,Low
3868619,54.35647017434448,4079,3,4,0,High
3382588,50.57130322187753,3600,0,0,0,Low
3210870,50.256892229537065,3395,1,0,1,Low
3891600,51.205627284564706,4109,1,0,0,Low
3866469,39.919148360014795,4075,0,0,0,Low
4284905,45.845545552678345,4543,1,0,1,Low
4731820,53.256614650691056,4968,1,6,0,High
4545496,44.31502062293746,4734,4,3,1,High
3774796,48.883379258288166,4010,0,0,0,Low
